2019.09.29-12.56.06,wav_name
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEEfemale0043@CVTEEfemale0043_1020.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020455@TJ0020455B04_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020237@TJ0020237B02_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEEfemale0074@CVTEEfemale0074_1639.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEFfemale0084@CVTEFfemale0084_2197.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEEfemale0087@CVTEEfemale0087_1859.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEFmale0067@CVTEFmale0067_2037.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020111@TJ0020111B01_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020104@TJ0020104A03_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEFmale0064@CVTEFmale0064_2009.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020496@TJ0020496B01_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEEmale0038@CVTEEmale0038_857.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020496@TJ0020496A01_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEEmale0012@CVTEEmale0012_413.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020219@TJ0020219A02_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTE009@CVTE009_08.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020434@TJ0020434B02_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTE022@CVTE022_08.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020266@TJ0020266A02_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020436@TJ0020436A03_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020130@TJ0020130A04_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\guowei@guowei_tj20190311_05_13.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020066@TJ0020066B05_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEEmale0067@CVTEEmale0067_1546.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020149@TJ0020149B05_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEEmale0058@CVTEEmale0058_1327.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020359@TJ0020359A02_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEFfemale0053@CVTEFfemale0053_971.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\anjianjun@anjianjun_tj20190311_04_13.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\yinzhaohui@yinzhaohui_tj20190311_03_13.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEEfemale0002@CVTEEfemale0002_80.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\tj20190311fzp@tj20190311fzp_tj20190311_fzp_m_1_13.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\xuxiaohai@xuxiaohai_tj20190311_02_13.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020482@TJ0020482B04_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020435@TJ0020435A02_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020111@TJ0020111A01_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020435@TJ0020435B06_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020356@TJ0020356A01_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\zhangzhanyan@zhangzhanyan_tj20190311_04_13.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEFmale0070@CVTEFmale0070_2065.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEFmale0033@CVTEFmale0033_636.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020159@TJ0020159A01_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\caoyang@caoyang_tj20190311_03_13.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020395@TJ0020395B05_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTE003@CVTE003_08.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020354@TJ0020354A03_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020149@TJ0020149A01_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020354@TJ0020354B03_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020082@TJ0020082B03_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEEfemale0088@CVTEEfemale0088_1868.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\zhourenyan@zhourenyan_tj20190311_01_13.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEEfemale0057@CVTEEfemale0057_1243.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEEmale0061@CVTEEmale0061_1492.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEFmale0036@CVTEFmale0036_774.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEFfemale0030@CVTEFfemale0030_519.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020102@TJ0020102A03_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020455@TJ0020455A04_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020150@TJ0020150B01_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEFfemale0046@CVTEFfemale0046_908.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020335@TJ0020335A04_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020052@TJ0020052B04_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020492@TJ0020492B01_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020135@TJ0020135A02_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\anjianjun@anjianjun_tj20190311_03_13.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020079@TJ0020079A02_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEEfemale0011@CVTEEfemale0011_314.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\tj20190311yk@tj20190311yk_tj20190311_m_1_13.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020104@TJ0020104A01_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020492@TJ0020492B06_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEEfemale0048@CVTEEfemale0048_1065.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\chaojun@chaojun_tj20190311_01_13.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEFfemale0050@CVTEFfemale0050_944.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020455@TJ0020455B02_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020187@TJ0020187A01_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020156@TJ0020156A02_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\TJ0020357@TJ0020357B02_082.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\CVTEEmale0051@CVTEEmale0051_1277.wav
最小风量,\\192.168.1.12\hftest\hfwav\demei\hezhiwen@hezhiwen_tj20190311_02_13.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040181@TJ0040181B03_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040168@TJ0040168A03_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041039@TJ0041039B02_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041069@TJ0041069A02_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040102@TJ0040102B04_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041185@TJ0041185A01_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040308@TJ0040308A01_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040162@TJ0040162B05_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040320@TJ0040320B04_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040320@TJ0040320B04_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041045@TJ0041045B01_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040214@TJ0040214B05_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041015@TJ0041015B06_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041085@TJ0041085B03_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041113@TJ0041113B07_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041085@TJ0041085B07_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040302@TJ0040302A01_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040343@TJ0040343A03_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041069@TJ0041069B02_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040043@TJ0040043A03_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040026@TJ0040026B06_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040001@TJ0040001A02_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040147@TJ0040147B07_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040102@TJ0040102B02_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041083@TJ0041083B07_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040162@TJ0040162B03_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040121@TJ0040121A01_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040062@TJ0040062A03_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040064@TJ0040064B01_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041113@TJ0041113B05_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041085@TJ0041085B04_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040302@TJ0040302A04_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041108@TJ0041108A04_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041106@TJ0041106A02_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041079@TJ0041079B05_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041100@TJ0041100B06_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041108@TJ0041108B04_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040168@TJ0040168A04_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040259@TJ0040259B04_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040033@TJ0040033B01_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040128@TJ0040128B07_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041083@TJ0041083A02_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040147@TJ0040147A03_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040244@TJ0040244A02_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040085@TJ0040085B03_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041100@TJ0041100A03_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041012@TJ0041012A04_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041108@TJ0041108B06_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040128@TJ0040128B05_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041043@TJ0041043A01_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040001@TJ0040001B02_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040001@TJ0040001A01_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040001@TJ0040001B03_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040329@TJ0040329B02_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040026@TJ0040026B07_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040037@TJ0040037A01_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040313@TJ0040313B07_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040349@TJ0040349B07_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040101@TJ0040101B03_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041031@TJ0041031A01_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040359@TJ0040359B04_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040168@TJ0040168B03_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040080@TJ0040080B06_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040213@TJ0040213A02_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040338@TJ0040338A02_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041069@TJ0041069B01_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041126@TJ0041126A02_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040140@TJ0040140B01_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040329@TJ0040329B05_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040313@TJ0040313B05_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041106@TJ0041106A01_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040349@TJ0040349B06_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041043@TJ0041043A03_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040313@TJ0040313B06_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040102@TJ0040102B01_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040260@TJ0040260B07_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041039@TJ0041039B03_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040062@TJ0040062B04_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040260@TJ0040260B06_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040102@TJ0040102B03_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040037@TJ0040037B01_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041069@TJ0041069B03_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041113@TJ0041113A01_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041057@TJ0041057B03_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040128@TJ0040128A01_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040181@TJ0040181A02_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040172@TJ0040172B04_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040313@TJ0040313A04_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040302@TJ0040302A03_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040313@TJ0040313B01_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040343@TJ0040343B02_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040162@TJ0040162B04_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040244@TJ0040244B07_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040343@TJ0040343B07_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040113@TJ0040113B03_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040102@TJ0040102B02_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041085@TJ0041085B01_0051.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0040313@TJ0040313A02_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041031@TJ0041031B05_0110.wav
低速风,\\192.168.1.12\hftest\hfwav\demei\TJ0041157@TJ0041157B07_0110.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040308@TJ0040308B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040092@TJ0040092B03_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040037@TJ0040037B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041185@TJ0041185B02_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041057@TJ0041057B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040320@TJ0040320B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041108@TJ0041108B04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040101@TJ0040101B05_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041067@TJ0041067B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040128@TJ0040128B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040213@TJ0040213A03_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040168@TJ0040168B02_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040102@TJ0040102B02_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040162@TJ0040162B03_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040302@TJ0040302A01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040092@TJ0040092B07_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041069@TJ0041069B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040102@TJ0040102B03_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040168@TJ0040168A02_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041083@TJ0041083A04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040329@TJ0040329B04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041031@TJ0041031B01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040218@TJ0040218B05_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040345@TJ0040345B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041088@TJ0041088B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040278@TJ0040278A01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040343@TJ0040343A03_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040121@TJ0040121B02_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040246@TJ0040246B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040092@TJ0040092A01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041069@TJ0041069B01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040244@TJ0040244B05_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041126@TJ0041126B07_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041012@TJ0041012A04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040246@TJ0040246B05_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041063@TJ0041063A04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040246@TJ0040246B02_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040331@TJ0040331B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040101@TJ0040101B07_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041067@TJ0041067B01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040001@TJ0040001B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041085@TJ0041085B03_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040085@TJ0040085B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040336@TJ0040336A03_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040329@TJ0040329A02_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040147@TJ0040147B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040320@TJ0040320B01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040064@TJ0040064B02_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041045@TJ0041045A04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040349@TJ0040349A04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040032@TJ0040032A04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040313@TJ0040313B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040043@TJ0040043A02_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040001@TJ0040001B01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040349@TJ0040349B03_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040359@TJ0040359B05_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040162@TJ0040162B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040085@TJ0040085B04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041015@TJ0041015A01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040329@TJ0040329B07_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040064@TJ0040064A01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041121@TJ0041121B07_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040064@TJ0040064B07_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040329@TJ0040329A03_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040125@TJ0040125B05_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041113@TJ0041113A04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041088@TJ0041088A03_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041015@TJ0041015B01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040244@TJ0040244B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040252@TJ0040252A04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041100@TJ0041100B03_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040106@TJ0040106B01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041165@TJ0041165A01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040128@TJ0040128B01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040092@TJ0040092A04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040244@TJ0040244B01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040248@TJ0040248B04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040128@TJ0040128A03_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041069@TJ0041069A03_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040064@TJ0040064A02_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040331@TJ0040331A03_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041121@TJ0041121B04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040349@TJ0040349B02_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040109@TJ0040109B01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040214@TJ0040214B04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041129@TJ0041129A01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040302@TJ0040302B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040252@TJ0040252B05_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040172@TJ0040172A02_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040244@TJ0040244A01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041011@TJ0041011B04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040181@TJ0040181B05_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041063@TJ0041063B05_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040121@TJ0040121B04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041031@TJ0041031B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040097@TJ0040097B06_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041108@TJ0041108A04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040109@TJ0040109B04_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040343@TJ0040343B01_0034.wav
一档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040097@TJ0040097A04_0034.wav
二档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040214@TJ0040214B05_0035.wav
二档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041088@TJ0041088A03_0035.wav
二档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041085@TJ0041085B02_0035.wav
二档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040213@TJ0040213B04_0035.wav
二档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040302@TJ0040302B07_0035.wav
二档风,\\192.168.1.12\hftest\hfwav\demei\TJ0041108@TJ0041108B06_0035.wav
二档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040329@TJ0040329B07_0035.wav
二档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040085@TJ0040085B04_0035.wav
二档风,\\192.168.1.12\hftest\hfwav\demei\TJ0040113@TJ0040113A04_0035.wav
